"carat","clarity","color","cut","price"
1.02,"VS1","G","Premium",7129
0.39,"VVS2","D","Ideal",1232
1.32,"SI1","E","Good",6830
0.41,"SI1","D","Ideal",1399
0.72,"VS2","G","Ideal",3012
0.4,"VS1","F","Very Good",982
0.28,"VVS2","F","Ideal",642
0.31,"VS2","D","Ideal",942
0.57,"SI1","H","Ideal",1292
0.3,"VS2","D","Ideal",911
1.5,"VS1","F","Premium",16783
0.95,"VS1","E","Ideal",5879
2.03,"SI2","J","Premium",12268
0.77,"SI2","E","Ideal",2689
0.34,"VS2","G","Ideal",596
0.3,"VS1","E","Ideal",670
1.03,"VS1","D","Ideal",10607
0.79,"SI1","J","Premium",1924
0.27,"VS2","F","Ideal",470
0.31,"VS2","H","Ideal",489
1.02,"SI2","D","Ideal",4946
1.59,"VS2","I","Premium",9474
0.52,"SI1","F","Very Good",1354
0.3,"VS1","D","Very Good",742
0.3,"VS1","D","Premium",848
0.35,"VS1","D","Very Good",792
0.33,"VS2","F","Premium",577
0.81,"SI2","H","Very Good",2797
0.31,"VS2","G","Ideal",544
0.84,"SI1","G","Ideal",3279
1,"VS2","D","Good",6389
2.08,"SI2","F","Premium",13437
0.3,"IF","E","Ideal",943
1.58,"VS1","H","Premium",11491
0.32,"VVS2","D","Ideal",1014
1.2,"VS2","E","Good",5914
0.61,"I1","E","Good",1168
1.47,"SI2","F","Fair",6108
2.21,"SI2","G","Ideal",18128
0.43,"SI1","H","Fair",984
0.56,"VS2","E","Ideal",1915
0.41,"VVS2","D","Fair",1089
0.83,"VS2","F","Premium",3408
1,"SI1","E","Premium",5396
0.33,"VS1","G","Premium",854
0.33,"SI2","H","Ideal",433
0.52,"VS2","E","Good",1660
0.35,"VS1","E","Ideal",829
1,"SI1","J","Very Good",3465
1,"VS2","E","Very Good",6600
0.3,"VS2","D","Premium",911
1.59,"VS2","I","Very Good",10309
0.81,"VS1","G","Very Good",3544
1.05,"SI2","G","Good",4241
0.3,"VVS2","G","Ideal",665
0.73,"VS2","D","Ideal",4134
1.7,"SI2","H","Fair",9682
0.71,"VS2","I","Fair",2208
1.51,"VS1","G","Ideal",13995
0.38,"VVS2","E","Ideal",1073
0.9,"SI2","E","Very Good",3872
0.38,"VS2","H","Very Good",700
0.41,"SI1","G","Ideal",876
0.57,"VS1","F","Ideal",2065
1.03,"VS1","J","Premium",3957
1.1,"VVS2","D","Very Good",11132
0.59,"SI1","E","Ideal",1630
0.34,"VS2","F","Ideal",686
1.53,"VS1","H","Very Good",9896
1.01,"SI1","D","Good",5747
0.53,"SI1","G","Very Good",1267
0.9,"VS1","F","Very Good",5167
1.2,"SI1","F","Very Good",6985
1.51,"VS2","G","Premium",13157
1.06,"VS2","I","Ideal",5116
0.77,"VS2","G","Premium",2780
0.4,"VVS1","G","Premium",1200
0.9,"SI1","I","Very Good",3211
0.81,"VS1","I","Good",3042
0.34,"VVS1","G","Ideal",1000
1.71,"SI1","D","Ideal",16575
0.97,"SI1","H","Premium",3911
0.56,"VS2","G","Ideal",1585
0.51,"SI1","J","Good",1071
2.28,"SI1","J","Ideal",12755
1,"VVS1","D","Ideal",14498
0.3,"VVS1","H","Ideal",665
0.41,"VVS2","G","Ideal",1007
0.51,"SI1","F","Premium",1406
0.25,"VVS2","E","Premium",576
0.89,"SI2","E","Good",2728
1.01,"VS1","F","Premium",7372
0.78,"SI2","E","Ideal",2340
0.67,"VS2","F","Very Good",2171
1.27,"VS2","J","Premium",4580
0.79,"SI2","E","Ideal",3390
0.91,"SI1","I","Premium",2700
0.7,"SI1","D","Good",2468
1.47,"VS2","J","Very Good",6763
0.31,"IF","D","Ideal",1917
1.71,"VS2","I","Very Good",11389
0.91,"VS2","E","Good",4345
0.91,"SI2","D","Premium",3958
1.51,"VS1","H","Ideal",10186
1.24,"VVS2","G","Premium",10202
0.84,"VS2","I","Ideal",3475
1.01,"SI1","H","Good",4432
2.02,"SI2","H","Ideal",11715
1.24,"VVS2","G","Ideal",9788
0.3,"VS2","D","Ideal",710
0.38,"VS1","D","Premium",1140
0.75,"VS2","E","Premium",3150
1.5,"SI2","E","Premium",8988
1.52,"VVS2","H","Very Good",11904
0.8,"SI2","E","Ideal",2978
0.73,"VS1","I","Ideal",2596
0.32,"VS2","E","Ideal",900
1.57,"VS2","J","Very Good",8538
1.2,"VVS2","G","Ideal",11530
2.02,"SI2","I","Very Good",14715
1.2,"SI1","G","Ideal",6502
0.28,"VVS2","H","Very Good",522
1.12,"SI1","H","Premium",5266
1.51,"VS1","G","Premium",14156
1.52,"VS1","H","Premium",11621
0.72,"VS2","J","Ideal",2099
0.9,"SI1","F","Very Good",3992
0.75,"SI1","F","Ideal",3610
0.33,"VVS1","F","Ideal",955
0.76,"VS2","I","Ideal",2551
0.54,"SI1","D","Ideal",1786
0.72,"SI1","I","Premium",1799
1.01,"SI2","G","Good",3626
0.33,"VS2","E","Ideal",723
0.74,"VS2","I","Very Good",2327
0.32,"SI1","E","Premium",672
2.06,"SI2","H","Ideal",11040
1.33,"SI2","E","Premium",7341
0.36,"SI1","H","Ideal",538
1.52,"VS1","E","Premium",16636
0.3,"VVS1","G","Ideal",747
0.9,"SI1","E","Premium",4106
1.4,"SI1","J","Premium",4939
0.51,"SI1","E","Fair",1340
1.17,"VVS2","F","Ideal",10351
0.32,"VS2","I","Ideal",449
0.34,"VS1","G","Ideal",720
0.54,"VS2","H","Good",1338
0.72,"VVS2","F","Very Good",3952
0.9,"SI2","G","Premium",3246
0.93,"SI1","F","Very Good",4081
0.35,"SI2","F","Ideal",591
1.04,"SI1","I","Very Good",4426
2.08,"SI2","E","Premium",15873
1,"VS2","J","Premium",3685
0.54,"VVS2","G","Ideal",1985
0.72,"SI1","J","Premium",1579
0.52,"SI1","D","Premium",1600
1.73,"SI2","I","Very Good",9292
0.35,"SI1","G","Ideal",522
0.4,"SI2","E","Ideal",855
0.4,"SI1","H","Good",667
0.29,"VS1","F","Very Good",504
0.3,"VS2","E","Very Good",658
0.7,"SI2","G","Very Good",1715
1.52,"SI1","E","Ideal",13280
0.25,"VS1","E","Premium",558
1.21,"SI2","G","Ideal",6017
0.6,"IF","G","Ideal",2570
0.28,"VVS2","F","Ideal",787
1.01,"SI2","F","Premium",4497
0.83,"SI1","F","Very Good",3010
1.51,"VS2","I","Premium",9301
0.53,"SI1","H","Premium",1242
1.01,"SI2","G","Fair",3173
0.45,"VS2","D","Good",1197
0.7,"SI2","G","Ideal",2232
0.58,"SI2","F","Fair",1088
1.01,"SI1","G","Good",4781
2.04,"SI1","G","Ideal",18153
0.32,"SI1","E","Very Good",720
0.5,"VVS2","G","Very Good",1715
0.56,"SI1","H","Very Good",1286
0.3,"VS2","D","Premium",710
1.01,"VS2","F","Premium",6707
0.33,"VS2","G","Premium",743
2.65,"SI2","G","Premium",16314
0.5,"VS2","E","Premium",1629
0.72,"SI2","J","Fair",1762
0.8,"SI1","J","Premium",2016
0.4,"VS2","E","Very Good",858
1.51,"VS2","E","Very Good",13623
1.16,"SI2","H","Premium",4872
0.31,"VVS1","E","Ideal",924
0.34,"VS2","D","Ideal",805
1.97,"SI2","F","Premium",14410
1.2,"SI2","F","Very Good",5880
0.61,"VS2","F","Very Good",1971
0.5,"VS2","E","Very Good",1386
1.07,"SI2","F","Premium",4560
0.81,"VS1","H","Premium",3107
1.1,"VS1","G","Premium",7399
1.5,"VS2","G","Premium",13112
0.23,"VS1","G","Very Good",391
0.31,"VVS2","H","Ideal",802
0.57,"SI1","E","Premium",1590
0.72,"VS2","E","Ideal",3145
0.71,"SI1","E","Premium",2516
0.33,"IF","F","Ideal",1240
0.59,"SI1","D","Good",1821
1,"VVS2","H","Good",4592
0.5,"SI2","E","Very Good",1181
0.34,"VS2","E","Ideal",745
0.42,"VS2","G","Ideal",847
1.21,"VS2","H","Premium",6722
0.4,"VVS2","D","Very Good",1133
0.51,"VVS2","G","Very Good",1750
0.64,"VVS2","F","Ideal",3336
0.7,"I1","F","Ideal",1928
0.34,"VS2","D","Ideal",805
0.42,"SI1","D","Premium",1040
0.82,"SI2","F","Fair",2508
0.3,"VVS1","E","Ideal",862
0.52,"VS2","D","Ideal",1822
0.3,"VVS1","D","Good",825
0.54,"VVS2","I","Ideal",1346
1.23,"VS1","G","Ideal",9133
0.33,"IF","I","Very Good",694
0.5,"VVS2","F","Very Good",1891
0.35,"VS2","D","Ideal",1063
0.34,"VS2","D","Premium",687
0.91,"SI2","G","Premium",3363
1,"SI1","D","Premium",5775
1.33,"I1","F","Fair",4698
0.73,"SI2","H","Premium",1927
0.34,"VS2","I","Very Good",457
0.25,"VVS2","F","Very Good",575
0.31,"VS1","F","Ideal",729
0.58,"VVS2","D","Ideal",2421
0.75,"SI2","E","Ideal",2278
1.05,"SI1","H","Ideal",5128
0.32,"VVS1","H","Ideal",936
1.06,"SI2","G","Ideal",4987
0.38,"SI1","G","Ideal",666
0.41,"VS2","I","Ideal",747
1.22,"VS1","J","Good",5356
1.34,"VS2","G","Premium",7780
0.27,"VS2","E","Ideal",603
1.6,"VS1","I","Premium",11021
0.53,"SI1","G","Premium",1363
0.52,"VVS2","G","Ideal",1897
1.01,"SI1","D","Good",5055
1,"VS1","G","Fair",4892
0.27,"VS2","D","Very Good",419
0.5,"VS2","D","Good",1635
0.72,"SI2","F","Ideal",2058
2.11,"SI2","G","Premium",13598
0.36,"VS2","F","Ideal",684
1.11,"SI1","H","Premium",4748
1.11,"VS2","G","Very Good",6311
1.07,"VS2","E","Very Good",6120
1.2,"SI2","G","Ideal",5722
0.61,"VS2","F","Very Good",1971
0.53,"VS2","E","Ideal",1813
1.07,"VVS1","F","Very Good",9808
1,"VVS1","G","Very Good",8115
0.95,"VS2","I","Ideal",3884
1.24,"VS1","G","Premium",7800
1.51,"IF","H","Premium",13075
0.97,"I1","F","Ideal",2830
0.36,"VS2","F","Premium",932
0.66,"VS2","H","Very Good",1841
0.3,"SI1","E","Ideal",675
0.52,"SI1","D","Ideal",1600
0.5,"SI2","F","Good",997
1.02,"SI1","D","Ideal",6157
0.51,"VVS1","E","Ideal",2691
0.7,"VS2","J","Very Good",1952
0.74,"SI2","E","Premium",2617
1.01,"SI1","E","Good",4256
1,"SI2","F","Ideal",3696
1.03,"SI2","H","Premium",4078
0.56,"VS2","F","Very Good",1706
0.3,"VVS1","G","Very Good",789
2.01,"VS1","I","Very Good",14792
0.33,"SI2","D","Premium",631
0.73,"SI1","G","Ideal",2659
0.87,"SI1","D","Very Good",3664
0.47,"SI1","H","Ideal",787
1.5,"SI1","E","Ideal",11385
1.01,"SI1","E","Premium",5430
1.09,"SI2","I","Very Good",4584
0.32,"VVS2","G","Very Good",607
0.4,"VS1","J","Premium",810
0.73,"VS1","E","Ideal",3510
1.02,"SI2","E","Very Good",4398
1.01,"VS1","G","Good",6499
1.01,"SI2","H","Premium",3999
1,"SI2","F","Very Good",3799
1.31,"VS2","I","Ideal",6873
1.68,"SI1","G","Ideal",12075
0.37,"VS2","G","Very Good",649
0.52,"SI2","J","Ideal",924
0.85,"SI2","E","Ideal",3441
0.31,"IF","H","Ideal",977
0.41,"VS2","D","Ideal",1076
1.01,"VVS2","E","Very Good",8849
1,"SI2","G","Premium",4368
0.5,"VS1","G","Ideal",1746
1.12,"SI2","H","Premium",4250
0.99,"SI1","J","Fair",2812
1.22,"SI2","G","Premium",5436
0.61,"VVS2","E","Ideal",2907
1.7,"VS2","H","Ideal",11605
1.2,"SI2","H","Very Good",5221
0.57,"VS1","G","Ideal",1972
0.58,"VVS1","H","Ideal",1961
0.7,"VVS2","E","Ideal",3585
1.11,"VS2","G","Very Good",6953
2,"SI2","G","Premium",12388
0.84,"SI2","G","Premium",2573
0.72,"VS1","F","Fair",2879
0.39,"IF","F","Very Good",1131
1.5,"VS1","H","Ideal",12055
0.3,"IF","J","Ideal",489
0.9,"SI2","E","Very Good",3084
0.76,"SI1","H","Ideal",3050
0.52,"VS2","H","Ideal",1401
0.82,"VS2","G","Very Good",3535
0.91,"SI2","E","Ideal",4160
1.31,"VS2","G","Premium",9296
0.9,"VS1","I","Very Good",3656
0.42,"SI2","G","Ideal",971
0.54,"VS1","D","Ideal",2039
0.4,"VS2","F","Premium",842
0.3,"VVS2","H","Very Good",605
0.93,"SI1","G","Ideal",4666
0.39,"VVS2","G","Ideal",952
0.51,"SI1","D","Ideal",1687
1.51,"VVS2","G","Premium",15164
0.43,"VVS1","F","Premium",1422
1.21,"VS1","H","Very Good",6871
1.63,"SI1","G","Premium",11721
0.38,"VVS1","I","Ideal",800
0.24,"VS2","E","Very Good",419
0.44,"VVS2","E","Ideal",1274
0.51,"SI1","E","Good",1304
1.34,"SI1","I","Very Good",6763
0.4,"VVS1","I","Premium",842
0.44,"SI1","F","Ideal",761
1.21,"VS1","J","Very Good",5604
0.72,"VS2","I","Very Good",2326
0.71,"VVS1","F","Very Good",2862
0.67,"VS2","G","Very Good",2131
1,"VS1","D","Premium",8333
1.04,"SI2","F","Premium",4013
1.08,"SI1","H","Premium",4826
0.3,"VVS2","G","Premium",878
2.07,"SI1","H","Premium",13786
0.31,"VVS1","H","Premium",907
1.5,"VVS2","G","Very Good",15013
1.07,"VS2","G","Ideal",6648
0.38,"VS1","I","Ideal",700
0.64,"VS2","E","Very Good",2222
1,"SI2","E","Premium",3450
0.96,"SI2","H","Good",3611
1.26,"SI1","G","Very Good",6733
0.71,"SI2","D","Ideal",2551
1.5,"I1","F","Good",3864
0.72,"I1","F","Good",1166
0.52,"VVS2","G","Ideal",1878
1.29,"SI2","H","Premium",5418
1.21,"SI1","I","Ideal",5218
1.01,"VS1","G","Premium",6618
0.34,"VVS1","H","Ideal",722
0.37,"VVS2","E","Ideal",896
1.5,"VS2","G","Ideal",13135
0.51,"IF","G","Ideal",2208
0.39,"VS1","J","Good",616
0.71,"SI1","F","Premium",2458
1.5,"VS2","F","Fair",13853
0.62,"VS1","G","Ideal",2206
2.14,"SI2","D","Very Good",18526
0.91,"VS2","I","Good",3287
1.01,"SI2","G","Very Good",4154
0.53,"VS1","E","Fair",1778
0.38,"VS2","G","Ideal",840
0.35,"VS1","J","Premium",949
1.6,"SI2","H","Ideal",8779
0.52,"VS2","F","Ideal",1451
0.41,"SI1","G","Very Good",719
1.54,"SI2","H","Ideal",6095
1.01,"VS2","G","Fair",4887
0.75,"SI2","I","Premium",2070
1.04,"SI1","F","Premium",5650
0.29,"VS1","H","Ideal",464
0.3,"SI1","E","Ideal",675
0.31,"VVS2","E","Ideal",766
1.01,"SI1","E","Premium",5226
0.3,"VS2","D","Premium",911
0.31,"VS2","D","Ideal",942
0.66,"SI1","H","Ideal",1936
1.69,"I1","I","Premium",6436
0.33,"VVS2","H","Very Good",614
1.01,"SI1","E","Very Good",4912
0.34,"VS1","G","Very Good",701
1.51,"VS2","F","Very Good",14165
0.51,"VS2","E","Very Good",1656
0.6,"VS1","E","Premium",1875
0.5,"SI2","E","Fair",1141
0.79,"SI1","E","Good",3107
0.7,"VS2","H","Good",2394
1.12,"VVS1","F","Ideal",11403
2,"SI2","I","Fair",8736
0.5,"SI1","E","Very Good",1155
0.51,"VS2","D","Ideal",1674
2.01,"SI2","I","Good",11312
1.63,"SI1","F","Good",10901
0.43,"VS2","F","Ideal",968
0.59,"SI2","E","Premium",1229
0.42,"VVS2","D","Ideal",1210
1.02,"SI1","G","Good",4964
1.02,"VVS2","G","Ideal",8042
0.31,"VVS1","G","Ideal",816
1.5,"SI1","H","Good",9394
1.11,"VS1","G","Ideal",7917
0.31,"IF","H","Ideal",772
0.61,"VVS2","H","Premium",1827
0.9,"SI1","J","Very Good",2834
0.77,"SI2","E","Ideal",2677
0.42,"VS2","G","Ideal",1087
1.55,"SI2","D","Premium",10905
0.5,"VS1","F","Very Good",1692
0.62,"SI1","D","Ideal",1959
1.05,"SI2","J","Fair",2789
0.57,"SI1","D","Good",1561
1.17,"SI1","H","Very Good",4652
0.3,"VVS1","G","Ideal",737
0.71,"SI1","F","Very Good",2333
0.52,"SI1","G","Very Good",1232
0.96,"SI1","H","Premium",3768
0.7,"SI1","F","Premium",2348
0.41,"VVS1","H","Ideal",1011
1,"VS1","F","Premium",6692
1.7,"SI2","G","Premium",7414
0.71,"VS2","I","Good",2145
0.51,"VS1","H","Ideal",1668
0.46,"SI2","E","Ideal",1116
1.06,"SI1","G","Premium",5113
0.91,"SI1","D","Very Good",4444
0.9,"VS1","G","Premium",4579
1,"SI1","D","Ideal",4774
1.19,"SI2","I","Premium",4745
0.34,"VVS1","I","Premium",803
0.9,"SI1","E","Premium",3508
0.59,"VS2","H","Premium",1590
1.03,"SI1","H","Premium",4406
0.53,"SI1","I","Ideal",1052
0.43,"VVS1","F","Ideal",1358
0.3,"VS2","E","Premium",658
0.51,"VVS1","E","Ideal",2527
0.27,"VS1","I","Ideal",432
2.51,"SI2","H","Ideal",17162
0.3,"SI1","D","Ideal",709
1.01,"SI1","D","Very Good",5832
0.51,"VS1","G","Ideal",1632
1.13,"I1","H","Ideal",3745
0.23,"VS1","J","Ideal",340
0.38,"VVS2","D","Ideal",1257
0.79,"VS2","E","Very Good",3539
1.2,"VS1","I","Ideal",6380
1.55,"VS2","J","Premium",8055
0.51,"SI1","H","Ideal",1161
0.37,"VVS1","D","Premium",1142
2.52,"SI2","G","Very Good",17689
0.27,"VVS2","E","Very Good",620
1.01,"VS2","H","Good",5331
0.72,"SI1","F","Premium",2314
0.94,"SI2","F","Very Good",3518
0.78,"VS1","E","Premium",3360
0.38,"VS2","E","Ideal",717
1.73,"VS2","J","Very Good",9510
0.59,"VS2","E","Ideal",1883
0.51,"VVS2","G","Good",1813
1.59,"SI2","E","Very Good",8994
1.51,"VS1","G","Premium",14542
0.27,"VVS1","D","Ideal",799
0.39,"SI1","I","Ideal",609
0.71,"VS2","D","Premium",2770
0.32,"VS2","H","Premium",505
0.58,"SI1","H","Very Good",1262
1.19,"SI1","I","Premium",4865
0.33,"VS1","H","Very Good",579
0.35,"VVS2","H","Premium",906
0.3,"VS2","D","Ideal",670
1.24,"VS1","E","Very Good",10202
0.55,"SI1","D","Premium",1698
1.06,"VS2","D","Premium",7280
1.31,"VS2","I","Premium",6921
0.31,"VS2","F","Premium",625
0.32,"VVS1","H","Premium",936
0.36,"IF","F","Ideal",1056
0.7,"SI1","F","Ideal",2409
0.3,"VS2","G","Good",515
0.38,"VS1","D","Ideal",1092
0.39,"VS2","E","Ideal",839
0.71,"SI1","G","Ideal",2317
1.21,"VVS2","G","Very Good",9358
1.01,"SI1","I","Very Good",4186
0.71,"VS1","I","Premium",2306
0.54,"VVS2","G","Ideal",2090
0.5,"VS2","D","Ideal",1845
1.07,"SI2","H","Ideal",4840
0.43,"SI1","D","Premium",1022
0.3,"SI1","I","Very Good",394
0.32,"VVS2","H","Ideal",828
1.53,"VVS1","J","Premium",9555
1.12,"SI1","J","Ideal",4840
0.34,"IF","G","Very Good",924
1.06,"VS2","F","Very Good",6823
1.11,"VS2","H","Premium",5450
1.01,"VS1","G","Premium",6353
0.31,"VVS1","G","Very Good",642
0.3,"VS1","G","Ideal",605
0.76,"SI1","J","Good",1809
0.3,"VS1","H","Premium",630
0.53,"SI1","H","Ideal",1197
0.28,"VS2","H","Very Good",429
1.11,"VS2","I","Good",4963
0.53,"VS2","E","Ideal",1956
1.01,"SI1","H","Fair",3869
1.01,"VS2","G","Good",5655
0.32,"VS2","I","Ideal",466
0.95,"SI2","F","Good",3750
0.31,"VS2","G","Very Good",544
0.35,"VS1","F","Ideal",923
1.51,"SI1","J","Very Good",8049
0.56,"VS1","G","Premium",1819
0.76,"VS2","D","Ideal",3293
0.5,"SI1","F","Ideal",1282
2.27,"SI1","G","Ideal",18343
1.57,"SI2","G","Ideal",8643
2.01,"SI2","I","Good",12681
1.11,"VS1","J","Ideal",5012
0.73,"VS2","E","Ideal",3270
1,"SI2","H","Good",3640
1.02,"SI1","H","Premium",4558
0.3,"VS1","E","Ideal",710
0.33,"SI2","D","Ideal",631
0.32,"VS1","G","Premium",828
0.41,"SI1","G","Good",646
2,"SI2","F","Ideal",18172
0.58,"VS2","G","Ideal",1761
1.11,"VS1","F","Premium",7623
0.9,"VS2","G","Very Good",3910
0.4,"VVS2","E","Ideal",988
0.7,"VS1","F","Ideal",2940
0.51,"SI1","E","Ideal",1732
1.15,"VS2","E","Ideal",9967
0.23,"VVS1","F","Very Good",505
0.7,"SI1","F","Ideal",2665
1.08,"SI1","E","Premium",5908
1.05,"VS1","J","Ideal",3528
0.93,"SI2","E","Ideal",3990
1.02,"I1","E","Very Good",3455
0.5,"VVS2","G","Ideal",1787
0.83,"VS1","G","Premium",3602
1.12,"SI2","G","Ideal",4798
0.71,"SI1","F","Good",2300
0.41,"VS2","F","Ideal",863
0.7,"VS1","E","Good",3018
0.81,"SI1","J","Premium",1917
1.52,"SI2","D","Premium",6810
0.33,"VS1","G","Premium",666
1.07,"VS2","H","Ideal",4458
0.95,"VS2","I","Premium",3818
0.61,"VVS2","H","Very Good",1877
1.05,"SI1","J","Very Good",4199
0.3,"VS2","E","Ideal",658
1,"VS1","F","Premium",7244
0.42,"SI1","F","Premium",773
1.01,"VS1","H","Very Good",5055
0.7,"VS2","I","Good",2234
1.01,"SI1","E","Fair",4480
2.18,"VS2","J","Premium",15465
1.22,"SI1","I","Ideal",6012
1.37,"VS1","G","Ideal",11009
0.28,"VVS2","G","Premium",646
1.51,"SI1","H","Ideal",7780
0.53,"VS1","E","Ideal",1772
1.12,"SI2","E","Ideal",3864
0.31,"SI1","G","Very Good",462
0.71,"VS1","F","Premium",2879
2.01,"SI2","E","Fair",11156
0.9,"SI1","E","Ideal",5450
0.3,"SI1","D","Ideal",709
0.33,"IF","H","Premium",1114
1.04,"VS1","G","Very Good",7049
0.3,"VVS1","H","Very Good",878
0.24,"VVS2","D","Very Good",499
0.71,"VVS2","I","Ideal",2463
0.32,"VS2","D","Ideal",671
0.7,"I1","G","Premium",1138
0.34,"SI2","E","Ideal",477
0.39,"VVS2","F","Ideal",1036
2.18,"SI2","I","Very Good",14735
2.02,"SI2","J","Good",10666
0.42,"VS2","H","Very Good",755
0.9,"VS1","F","Fair",3750
1.02,"SI2","F","Premium",3754
0.96,"I1","I","Ideal",2363
4.01,"I1","J","Premium",15223
0.33,"VS1","G","Very Good",621
0.32,"SI2","D","Ideal",477
1.54,"SI2","I","Fair",6375
0.55,"VVS2","E","Very Good",2499
0.62,"VS2","D","Very Good",2022
0.73,"SI2","F","Very Good",2485
0.59,"SI1","D","Ideal",1793
1.12,"VS2","J","Premium",4422
0.71,"VS2","F","Ideal",3116
0.36,"VS2","E","Ideal",1013
0.71,"VS1","E","Ideal",3435
0.7,"I1","H","Premium",1621
0.9,"VVS2","E","Ideal",7286
0.6,"VS1","E","Very Good",2270
1.23,"SI1","H","Ideal",6681
1.51,"VS2","G","Ideal",12947
0.53,"VVS2","G","Very Good",1827
0.7,"VS2","F","Very Good",2812
1.01,"SI1","D","Fair",5385
0.31,"VS2","F","Ideal",749
0.9,"VS2","I","Very Good",3445
1.29,"VVS1","D","Very Good",17932
1.26,"VVS1","G","Ideal",10916
2.02,"SI1","I","Ideal",16560
0.4,"SI2","H","Ideal",516
1.62,"SI2","J","Good",6223
1,"VS2","F","Premium",5347
0.8,"VVS2","G","Ideal",4740
0.33,"SI1","G","Very Good",492
0.4,"VS2","G","Good",807
0.45,"VVS2","E","Ideal",1817
0.7,"VS2","E","Premium",2818
0.3,"VVS1","G","Very Good",710
0.47,"SI1","D","Good",987
0.3,"IF","F","Ideal",947
0.35,"VS2","D","Ideal",1063
0.9,"SI1","F","Good",3724
0.32,"VS2","E","Ideal",900
0.72,"SI1","H","Ideal",2398
0.4,"SI1","E","Good",882
1.11,"SI2","F","Ideal",4942
1.26,"VS1","G","Ideal",9907
0.74,"SI2","I","Premium",2042
1.68,"SI1","F","Premium",12681
1.01,"VS1","E","Premium",7466
0.96,"SI2","G","Very Good",3723
0.32,"VS2","E","Ideal",900
0.7,"VS2","F","Ideal",2622
1.02,"VS1","G","Ideal",7077
0.32,"VS1","D","Ideal",736
0.38,"SI2","H","Good",547
0.92,"SI1","F","Premium",4037
1.01,"VS2","F","Very Good",6770
1.06,"VS2","E","Ideal",9092
1.5,"VS1","E","Very Good",15957
0.31,"VVS1","I","Ideal",557
1.02,"VS2","G","Premium",6416
2,"SI2","E","Premium",18426
0.51,"VVS2","E","Very Good",2211
0.72,"VS2","I","Very Good",2337
1.21,"SI1","I","Very Good",5672
1.02,"VS1","F","Very Good",7539
1.01,"VVS2","E","Good",8752
0.28,"VS1","E","Very Good",487
0.3,"VS2","D","Premium",911
0.31,"VS1","G","Very Good",802
0.4,"VVS2","D","Good",1135
1.36,"VS2","F","Premium",10929
1,"VS2","G","Premium",6451
0.23,"VVS2","F","Very Good",505
0.78,"SI2","E","Ideal",3053
0.91,"VS2","F","Ideal",5261
1.08,"VS1","G","Ideal",6779
0.27,"VVS2","E","Very Good",575
0.7,"SI1","J","Premium",1666
0.9,"SI2","H","Very Good",3105
0.33,"SI1","E","Premium",743
0.55,"VVS1","F","Ideal",3005
1.18,"VS2","G","Premium",9516
0.26,"VS2","H","Ideal",434
2.32,"SI2","I","Ideal",17676
1.56,"SI2","H","Very Good",8317
0.32,"VS2","H","Premium",648
0.24,"VVS2","J","Ideal",432
0.74,"VS1","H","Fair",2193
0.73,"SI1","H","Very Good",2001
1.2,"VS2","G","Good",6720
1,"VVS1","G","Good",7134
1.52,"VS1","J","Premium",8110
0.32,"VVS1","E","Ideal",814
1.16,"SI1","G","Premium",5366
1.62,"VS2","G","Premium",13578
0.9,"SI1","D","Good",4120
0.44,"VVS2","E","Ideal",1274
1.51,"VS1","G","Premium",12948
0.34,"SI2","F","Very Good",447
1.01,"SI1","G","Very Good",4719
1.08,"SI1","G","Ideal",5352
0.57,"VVS1","F","Very Good",2591
0.71,"VS2","E","Very Good",3344
0.59,"VS2","F","Ideal",1743
1.12,"SI1","H","Premium",5363
1.5,"VS1","H","Very Good",9173
1.1,"VVS2","F","Ideal",9343
1.34,"VS1","G","Ideal",10070
1.12,"SI1","H","Premium",4572
0.7,"VS2","E","Very Good",2952
0.42,"VS1","E","Very Good",1005
0.38,"SI1","G","Ideal",629
1,"SI2","G","Fair",3142
0.33,"VVS1","G","Ideal",806
2.02,"VS2","I","Good",16789
0.5,"VS2","E","Fair",1188
1.5,"VS1","H","Very Good",12152
0.7,"VS1","G","Good",2803
0.32,"VS2","H","Premium",648
0.71,"VS2","D","Premium",2858
0.4,"VVS2","E","Ideal",988
0.79,"SI1","I","Ideal",2756
0.73,"SI1","D","Ideal",3615
0.33,"VS1","G","Ideal",854
0.57,"VS2","D","Ideal",1865
0.57,"VS2","G","Very Good",1608
1.01,"IF","H","Premium",6702
1.2,"VVS2","G","Ideal",9785
0.7,"SI1","F","Premium",2196
0.74,"VS1","H","Very Good",2956
2.05,"SI1","G","Very Good",12515
0.32,"SI2","E","Premium",449
0.73,"SI2","D","Fair",2147
0.31,"VS2","E","Good",544
0.91,"SI2","F","Very Good",3688
0.51,"SI1","F","Good",1220
1.5,"SI2","H","Good",6846
0.7,"VS1","E","Very Good",2695
0.38,"IF","E","Ideal",1433
1.7,"SI2","I","Ideal",8743
0.32,"VS1","E","Premium",677
0.9,"VS2","G","Good",4296
0.7,"VVS2","D","Ideal",4369
1.24,"SI1","I","Premium",5555
1.01,"SI2","G","Premium",4327
0.3,"VS1","H","Very Good",526
0.41,"SI1","F","Ideal",690
0.71,"VVS2","E","Very Good",3580
0.3,"VS2","F","Ideal",573
1.21,"VS2","F","Ideal",7826
0.57,"VVS1","E","Ideal",2632
0.77,"SI2","H","Very Good",2129
1.64,"SI1","E","Premium",14236
0.79,"VS1","E","Ideal",4240
